Year,Country,Industry,Sales,Assets,Profits,Market Value,Sales Growth,Assets Growth,Profits Growth,Market Value Growth,Region
2009,Australia,Banking,135900,1772680,14100,101640,9.32346553,6.31784759,-10.70297657,-46.67645979,Oceanic
2009,Australia,Business Services & Supplies,4610,5640,690,4090,14.39205955,12.5748503,-46.51162791,-70.40520984,Oceanic
2009,Australia,Chemicals,7470,12290,910,5280,52.44897959,131.8867925,111.627907,-37.58865248,Oceanic
2009,Australia,Conglomerates,31870,35430,1000,12960,288.1851401,245.3216374,49.25373134,-32.67532468,Oceanic
2009,Australia,Diversified Financials,58780,457940,1460,39550,11.38904681,6.947850253,-88.79508826,-67.89772727,Oceanic
2009,Australia,Drugs & Biotechnology,3400,4340,670,14120,25.92592593,26.1627907,45.65217391,-24.85364556,Oceanic
2009,Australia,Food Markets,54550,17570,1750,22510,23.55605889,21.17241379,41.12903226,-37.33296214,Oceanic
2009,Australia,"Food, Drink & Tobacco",7040,11170,380,10980,-4.08719346,-6.448911223,-65.13761468,-32.13844252,Oceanic
2009,Australia,"Hotels, Restaurants & Leisure",1920,7100,3410,2390,-59.66386555,-41.41914191,459.0163934,-83.92737054,Oceanic
2009,Australia,Insurance,16950,51820,1030,16560,1.985559567,-1.744406523,-52.31481481,-34.41584158,Oceanic
2009,Australia,Materials,149290,191410,20660,152210,70.59764598,7.727375056,-9.742245522,-62.97854745,Oceanic
2009,Australia,Media,2790,8000,1330,2310,12.5,-8.045977011,-56.25,-56,Oceanic
2009,Australia,Oil & Gas Operations,10010,20110,2700,24140,88.15789474,36.80272109,76.47058824,-44.84806945,Oceanic
2009,Australia,Telecommunications Services,23600,36390,3530,28220,17.35454998,13.08266004,27.89855072,-50.21171489,Oceanic
2009,Australia,Transportation,19370,40780,2220,7580,-13.52678571,-24.38346004,-11.2,-70.68832173,Oceanic
2009,Australia,Utilities,13110,21030,710,11360,54.05405405,-14.16326531,-4.054054054,-3.728813559,Oceanic
2009,Austria,Banking,38790,534520,3410,15910,41.31147541,27.51866784,10,-73.51864181,Europe
2009,Austria,Construction,14420,11180,250,1490,15.91639871,54.63347165,0,-78.80512091,Europe
2009,Austria,Diversified Financials,1450,24150,470,450,98.63013699,39.9188876,-25.3968254,-91,Europe
2009,Austria,Insurance,18140,72980,820,5130,22.81651997,23.06913997,51.85185185,-56.92695214,Europe
2009,Austria,Materials,16560,19350,1130,2540,75.79617834,115.7190635,11.88118812,-74.02862986,Europe
2009,Austria,Oil & Gas Operations,35570,29520,1910,7910,42.10946864,26.09995728,4.945054945,-63.58195212,Europe
2009,Austria,Telecommunications Services,7200,12310,-70,5820,14.64968153,24.34343434,-109.4594595,-42.08955224,Europe
2009,Austria,Utilities,8590,20850,1220,11990,12.72965879,19.69001148,4.273504274,-57.6175327,Europe
2009,Bahrain,Banking,3660,55790,430,3990,39.1634981,29.05389776,4.87804878,-44.81327801,Asia
2009,Belgium,Banking,188390,1561950,-7680,8490,5.404800537,2.952226529,-190.887574,-88.4458356,Europe
2009,Belgium,Chemicals,13220,16150,560,4850,-5.368647101,3.791773779,-50.87719298,-54.6728972,Europe
2009,Belgium,Drugs & Biotechnology,4650,13660,230,5020,0,0.146627566,0,-41.49184149,Europe
2009,Belgium,Food Markets,36630,16330,990,13170,13.33539604,9.892328398,22.22222222,-16.38095238,Europe
2009,Belgium,"Food, Drink & Tobacco",22410,112240,1790,43800,6.359753204,174.2242854,-44.23676012,-21.6317767,Europe
2009,Belgium,Materials,12770,4080,170,1720,-21.75245098,-48.48484848,-88.27586207,-80.63063063,Europe
2009,Belgium,Retailing,8710,7910,180,690,23.72159091,19.12650602,38.46153846,-64.79591837,Europe
2009,Belgium,Telecommunications Services,8230,10390,1110,11110,3.652392947,13.304253,-13.28125,-31.03662322,Europe
2009,Bermuda,Capital Goods,6520,6160,630,3520,10.50847458,0.489396411,-8.695652174,-52.36806495,NorthAmerica
2009,Bermuda,Conglomerates,33020,48300,-1150,14010,17.71836007,3.094983991,-169.2771084,-54.55724943,NorthAmerica
2009,Bermuda,Construction,6850,3010,530,1900,34.05088063,-7.384615385,35.8974359,-79.85153765,NorthAmerica
2009,Bermuda,Diversified Financials,6990,42320,460,4850,-34.05660377,-47.29763387,-39.47368421,-62.66358737,NorthAmerica
2009,Bermuda,"Food, Drink & Tobacco",52570,20230,1060,5700,17.34375,-8.12897366,35.8974359,-57.46268657,NorthAmerica
2009,Bermuda,Health Care Equipment & Services,10050,15870,1330,15960,-2.992277992,-15.67481403,-611.5384615,-25.2108716,NorthAmerica
2009,Bermuda,IT Software & Services,25680,10930,1790,21040,14.69405985,1.674418605,33.58208955,-20.8427389,NorthAmerica
2009,Bermuda,Insurance,34070,179770,-640,27250,-32.76100257,-26.30866981,-107.2153326,-55.51020408,NorthAmerica
2009,Bermuda,Oil & Gas Operations,7490,22770,350,5640,-48.13019391,-30.02458513,-85.77235772,-86.77298311,NorthAmerica
2009,Bermuda,Technology Hardware & Equipment,14090,20250,800,4340,0.356125356,-18.90268322,63.26530612,-72.94264339,NorthAmerica
2009,Brazil,Aerospace & Defense,5610,8610,370,2010,43.47826087,15.26104418,27.5862069,-75.78313253,SouthAmerica
2009,Brazil,Banking,131460,787920,10410,72170,13.93655746,15.20814142,-8.523725835,-55.17391304,SouthAmerica
2009,Brazil,Business Services & Supplies,900,6280,520,7080,23.28767123,-16.6002656,33.33333333,-31.79190751,SouthAmerica
2009,Brazil,Chemicals,7690,9440,-1070,1210,-15.21499449,-54.81091431,-482.1428571,-69.05370844,SouthAmerica
2009,Brazil,Diversified Financials,2930,13430,960,8420,42.92682927,160.776699,65.51724138,-72.86496938,SouthAmerica
2009,Brazil,Food Markets,8370,6580,120,2850,28.76923077,29.78303748,200,-42.19066937,SouthAmerica
2009,Brazil,"Food, Drink & Tobacco",17850,11440,400,3530,268.8016529,151.9823789,2.564102564,-7.591623037,SouthAmerica
2009,Brazil,Materials,70800,143780,15040,88340,18.1772659,15.18987342,8.906589428,-62.75559678,SouthAmerica
2009,Brazil,Oil & Gas Operations,103270,128310,14220,121740,5.647058824,-5.075090627,27.76280323,-48.99233251,SouthAmerica
2009,Brazil,Telecommunications Services,9870,15860,1320,5210,-30.04961021,-25.99160056,33.33333333,-75.76744186,SouthAmerica
2009,Brazil,Transportation,1320,2360,330,3930,0,-0.840336134,0,-43.04347826,SouthAmerica
2009,Brazil,Utilities,31330,107540,4030,31650,16.94662187,6.233330041,13.84180791,-46.55521783,SouthAmerica
2009,Canada,Aerospace & Defense,19560,21250,940,4090,37.35955056,19.6509009,261.5384615,-59.38430983,NorthAmerica
2009,Canada,Banking,103580,2211840,10620,111530,-32.15876343,-7.343903818,-48.44660194,-49.52251641,NorthAmerica
2009,Canada,Chemicals,19480,20070,4820,30310,5.582655827,-1.617647059,138.6138614,-53.2541641,NorthAmerica
2009,Canada,Construction,5760,5490,250,3450,30.31674208,3.001876173,78.57142857,-48.04216867,NorthAmerica
2009,Canada,Consumer Durables,23700,13010,70,2900,-9.090909091,-13.6122178,-89.39393939,-66.08187135,NorthAmerica
2009,Canada,Diversified Financials,64690,196430,1120,15820,8.159170707,0.015274949,-63.15789474,-58.79135191,NorthAmerica
2009,Canada,Food Markets,63900,27690,1340,14090,-6.332453826,-1.001072578,8.064516129,-2.894555479,NorthAmerica
2009,Canada,Insurance,56230,506590,2620,29290,-18.16329501,20.52483822,-66.1498708,-69.04787065,NorthAmerica
2009,Canada,Materials,27890,104440,1830,79060,-9.153094463,15.92851593,-46.80232558,-44.63973111,NorthAmerica
2009,Canada,Media,14270,42790,1960,26140,-24.41737288,1.398104265,-57.48373102,-17.69521411,NorthAmerica
2009,Canada,Oil & Gas Operations,139860,217180,23390,126440,18.88813329,1.862013977,19.15435558,-50.36507812,NorthAmerica
2009,Canada,Retailing,15020,11510,760,9920,-49.15368991,-21.70068027,-28.97196262,-47.48544203,NorthAmerica
2009,Canada,Technology Hardware & Equipment,19900,16510,-4010,22720,43.16546763,-18.06451613,1045.714286,-63.65962892,NorthAmerica
2009,Canada,Telecommunications Services,31340,61500,2480,39200,-16.11349036,-12.97580303,-58.66666667,-43.66197183,NorthAmerica
2009,Canada,Transportation,19840,43790,1940,19620,-15.93220339,-14.43923408,-59.24369748,-48.82629108,NorthAmerica
2009,Canada,Utilities,10140,40980,1430,17990,-13.33333333,9.28,-7.142857143,-38.07228916,NorthAmerica
2009,Cayman Islands,Oil & Gas Operations,3450,7100,1560,6430,-63.2196162,-82.347091,-64.05529954,-88.86580087,NorthAmerica
2009,Cayman Islands,Technology Hardware & Equipment,14800,9980,-1500,5540,-4.269081501,-28.25305536,-163.2911392,-77.02198258,NorthAmerica
2009,Chile,Banking,4780,50810,350,2990,-0.208768267,12.13860075,6.060606061,-38.47736626,SouthAmerica
2009,Chile,Diversified Financials,10380,12210,290,4860,26.12393682,14.54033771,-42,-55.53522415,SouthAmerica
2009,Chile,Materials,2960,7600,200,3700,-8.074534161,-4.522613065,-60,-51.44356955,SouthAmerica
2009,Chile,Retailing,15580,15670,570,11060,30.26755853,22.51759187,-27.84810127,-46.28460418,SouthAmerica
2009,Chile,Transportation,3710,4880,270,2840,0.54200542,25.12820513,-15.625,-38.92473118,SouthAmerica
2009,China,Banking,190570,4080650,38480,551180,44.93117347,29.43637534,69.44077499,-37.55537177,Asia
2009,China,Capital Goods,40390,48660,2810,44470,287.6199616,295.6097561,279.7297297,1.252276867,Asia
2009,China,Construction,70530,77060,1820,54780,96.35300668,109.4021739,111.627907,-32.95802227,Asia
2009,China,Consumer Durables,28540,29290,1660,17060,85.68640208,48.83130081,124.3243243,-58.14524043,Asia
2009,China,Diversified Financials,19440,86560,6360,69160,176.9230769,206.2986553,297.5,-39.49256343,Asia
2009,China,"Food, Drink & Tobacco",5310,5790,850,30860,175.1295337,91.08910891,39.3442623,-31.72566372,Asia
2009,China,IT Software & Services,1070,1600,340,25570,197.2222222,175.862069,142.8571429,124.8900616,Asia
2009,China,Insurance,67260,283150,9230,138940,79.98394434,62.04074625,140.9921671,-38.10860172,Asia
2009,China,Materials,112620,148410,12840,154030,54.8679868,64.27938897,37.91621912,-60.67352618,Asia
2009,China,Oil & Gas Operations,270500,252160,28000,373650,21.38209558,32.14547741,10.89108911,-50.12214168,Asia
2009,China,Retailing,7310,3150,320,7040,129.153605,169.2307692,255.5555556,-47.42345034,Asia
2009,China,Technology Hardware & Equipment,21140,12610,670,7210,45.49208534,135.7009346,318.75,11.4374034,Asia
2009,China,Telecommunications Services,24460,54590,3250,27660,9.099018733,5.73310091,-6.609195402,-55.30780417,Asia
2009,China,Trading Companies,11640,4550,150,2600,18.8968335,63.66906475,114.2857143,-44.20600858,Asia
2009,China,Transportation,47510,76950,6280,62490,50.15802781,40.59930568,245.0549451,-66.01218318,Asia
2009,China,Utilities,16420,50810,1700,30440,36.03976802,28.60035434,-7.103825137,-56.12568464,Asia
2009,Colombia,Banking,3350,17520,530,3580,94.76744186,13.76623377,65.625,-42.72,SouthAmerica
2009,Colombia,Diversified Financials,4230,27730,320,2490,37.78501629,26.50547445,18.51851852,-44.04494382,SouthAmerica
2009,Czech Republic,Utilities,9410,24460,2410,16160,23.00653595,38.66213152,81.20300752,-63.15549476,Europe
2009,Denmark,Banking,36290,734970,480,6060,-3.175026681,1.592369894,-86.55462185,-81.25579957,Europe
2009,Denmark,Capital Goods,8410,7300,710,8140,18.61777151,20.66115702,69.04761905,-57.29275971,Europe
2009,Denmark,Drugs & Biotechnology,12140,13300,2280,38540,48.22954823,50.28248588,36.52694611,-9.636576788,Europe
2009,Denmark,"Food, Drink & Tobacco",11200,26530,490,5200,27.85388128,121.2677231,8.888888889,-45.49266247,Europe
2009,Denmark,Telecommunications Services,7250,13960,540,5620,-5.844155844,-10.05154639,-67.27272727,-50.26548673,Europe
2009,Denmark,Transportation,65180,69510,4910,21520,39.18428358,26.91254336,78.54545455,-52.86903198,Europe
2009,Egypt,Construction,2420,17210,11830,4160,-16.26297578,244.2,2588.636364,-82.94382944,Africa
2009,Egypt,Telecommunications Services,6630,17610,2510,7660,8.510638298,18.50605653,116.3793103,-67.86912752,Africa
2009,Finland,Banking,5920,44970,120,1450,50.63613232,18.90534109,-61.29032258,-59.3837535,Europe
2009,Finland,Business Services & Supplies,6410,3520,580,5260,7.731092437,7.645259939,123.0769231,-40.76576577,Europe
2009,Finland,Capital Goods,15330,13890,1070,3670,4.928131417,8.261886204,13.82978723,-73.89758179,Europe
2009,Finland,Food Markets,13370,5410,310,2100,-3.951149425,-9.531772575,-26.19047619,-53.22939866,Europe
2009,Finland,Insurance,6470,28580,940,7440,-13.38688086,-21.2020954,-80.77709611,-52.64162954,Europe
2009,Finland,Materials,41510,47360,-880,11190,-26.40070922,-24.34504792,-177.8761062,-66.29518072,Europe
2009,Finland,Oil & Gas Operations,20950,6540,140,3210,18.56253537,-7.887323944,-83.33333333,-64.49115044,Europe
2009,Finland,Technology Hardware & Equipment,70630,52290,5550,35320,-5.245505769,-0.62713797,-47.24334601,-75.75175065,Europe
2009,Finland,Utilities,7850,28180,2150,15380,20.03058104,9.224806202,-5.286343612,-58.75569858,Europe
2009,France,Aerospace & Defense,41610,65560,2150,18270,12.3987034,21.27266001,29.51807229,-37.36715804,Europe
2009,France,Banking,380950,7651030,16170,76930,5.663883727,15.62704493,-24.50980392,-65.0222788,Europe
2009,France,Business Services & Supplies,23270,24450,1020,11930,10.86231539,20.38404727,52.23880597,-43.00047778,Europe
2009,France,Capital Goods,40320,49920,4180,23200,11.35045568,14.70588235,16.43454039,-54.27670477,Europe
2009,France,Chemicals,26530,35100,1880,20090,-6.121726822,4.838709677,28.76712329,-49.8627402,Europe
2009,France,Conglomerates,26710,32130,1350,13770,40.65297525,30.18638574,125,-54.23728814,Europe
2009,France,Construction,198580,251180,8870,46930,20.39529526,7.807202026,8.170731707,-64.22745636,Europe
2009,France,Consumer Durables,214980,307030,4760,70820,3.27136475,6.301284493,-47.63476348,-58.63076114,Europe
2009,France,Diversified Financials,24880,150090,3020,23430,118.4372256,53.07496175,-40.66797642,-49.93589744,Europe
2009,France,Drugs & Biotechnology,38400,96010,5360,67840,-6.227106227,-8.544484664,-30.20833333,-32.94454878,Europe
2009,France,Food Markets,121040,71550,1770,23290,7.68683274,-5.519609138,-43.80952381,-53.37337337,Europe
2009,France,"Food, Drink & Tobacco",31560,71640,3150,36770,15.64675705,52.45796978,8.620689655,-39.60249671,Europe
2009,France,Health Care Equipment & Services,4250,5080,540,7340,19.71830986,24.50980392,25.58139535,-41.79222839,Europe
2009,France,"Hotels, Restaurants & Leisure",11140,15920,840,7940,12.07243461,11.32867133,27.27272727,-51.6737675,Europe
2009,France,IT Software & Services,24870,23560,1190,14440,25.41603631,40.15466984,310.3448276,22.37288136,Europe
2009,France,Insurance,220140,1346860,2890,32710,4.82357983,-5.612008914,-70.08281573,-63.97577093,Europe
2009,France,Materials,23870,37720,1670,19130,30.01089325,-1.256544503,30.46875,-66.76511466,Europe
2009,France,Media,58880,123500,5610,44520,24.40312698,29.1300711,17.36401674,-30.71895425,Europe
2009,France,Oil & Gas Operations,235110,182360,17050,119320,12.55744925,3.472537449,-12.56410256,-37.40097581,Europe
2009,France,Retailing,28120,37620,1290,7630,-2.530329289,-6.324701195,-4.444444444,-56.77053824,Europe
2009,France,Technology Hardware & Equipment,31870,45940,-7320,3380,-0.623635797,-21.03815744,53.78151261,-78.66161616,Europe
2009,France,Telecommunications Services,74500,125320,5670,58920,-8.172069518,-12.14245653,-40.25289779,-40.51489147,Europe
2009,France,Trading Companies,55520,50950,680,1930,19.75841242,26.08265281,126.6666667,-61.24497992,Europe
2009,France,Transportation,47430,59550,1460,3890,22.43159525,29.28788537,-10.42944785,-63.12796209,Europe
2009,France,Utilities,255440,577640,14340,152290,15.69364555,16.87675778,-16.09128145,-56.96563807,Europe
2009,Germany,Banking,57220,1232920,820,8320,4.282850374,2.282211032,-79.75308642,-73.45245692,Europe
2009,Germany,Capital Goods,20810,22320,1720,5990,-24.90075785,-5.583756345,-19.62616822,-71.97005147,Europe
2009,Germany,Chemicals,154810,157140,8660,74430,10.3735919,2.786499215,-6.681034483,-48.99609402,Europe
2009,Germany,Conglomerates,209110,227670,12550,65450,8.465169355,2.12164708,24.50396825,-62.54435161,Europe
2009,Germany,Construction,55600,66820,3450,6520,35.41159279,98.69164437,133.1081081,-78.17207901,Europe
2009,Germany,Consumer Durables,454300,709190,20460,147970,4.506452578,19.0055879,-18.97029703,-53.11321652,Europe
2009,Germany,Diversified Financials,153500,3756160,13090,26050,30.427394,95.67307943,37.21174004,-72.72536907,Europe
2009,Germany,Drugs & Biotechnology,10530,21080,510,16420,-7.387862797,-28.8558893,-94.84848485,-45.77278732,Europe
2009,Germany,Food Markets,93920,48140,1200,9550,18.88607595,17.99019608,-13.66906475,-65.29796512,Europe
2009,Germany,"Food, Drink & Tobacco",19320,16360,100,3930,11.93511008,16.69044223,-126.3157895,-32.24137931,Europe
2009,Germany,Health Care Equipment & Services,50680,40790,1030,11320,12.52220249,24.47360391,-11.20689655,-50.54609,Europe
2009,Germany,"Hotels, Restaurants & Leisure",31920,23560,220,1420,17.96008869,40.15466984,-118.6440678,-76.56765677,Europe
2009,Germany,IT Software & Services,16110,19310,2630,38470,7.687165775,29.33690556,-6.40569395,-33.40834343,Europe
2009,Germany,Insurance,207400,1704150,-1390,60150,-7.041369728,-11.61964527,-108.0533024,-51.721647,Europe
2009,Germany,Materials,26670,16830,1560,4430,30.99214145,35.28938907,-32.46753247,-62.36193713,Europe
2009,Germany,Media,3800,5580,800,2010,2.702702703,-36.30136986,566.6666667,-57.59493671,Europe
2009,Germany,Retailing,27230,18820,-1050,430,7.246947617,-6.600496278,2000,-89.1959799,Europe
2009,Germany,Semiconductors,6080,9380,-4390,450,-62.16552582,-57.40236149,404.5977011,-95.93495935,Europe
2009,Germany,Telecommunications Services,85890,162510,2070,52960,-5.884286654,-2.396396396,149.3975904,-36.33850222,Europe
2009,Germany,Trading Companies,9160,4290,190,540,25.47945205,28.82882883,-29.62962963,-75.67567568,Europe
2009,Germany,Transportation,113360,392220,-1270,19660,-7.408314955,4.734438837,-127.4891775,-65.99792459,Europe
2009,Germany,Utilities,209610,388520,6530,91920,12.4698181,0.58509812,-60.5914303,-60.61021598,Europe
2009,Greece,Banking,38660,506100,5900,15280,24.42870937,15.25848326,13.8996139,-78.90085612,Europe
2009,Greece,"Food, Drink & Tobacco",9430,9660,690,4460,0,-0.309597523,0,-72.22914072,Europe
2009,Greece,"Hotels, Restaurants & Leisure",7400,1690,830,8250,21.11292962,34.12698413,23.88059701,-21.42857143,Europe
2009,Greece,Oil & Gas Operations,14110,7150,30,2250,13.2423756,-2.588555858,-94.11764706,-47.79582367,Europe
2009,Greece,Telecommunications Services,9230,16720,970,6410,18.79021879,2.013422819,27.63157895,-53.34788937,Europe
2009,Greece,Utilities,7520,19650,320,3530,18.98734177,15.1142355,966.6666667,-64.45115811,Europe
2009,Hong Kong,Banking,11700,208390,2250,15830,9.962406015,12.27909483,-11.41732283,-60.37546934,Asia
2009,Hong Kong,Conglomerates,49030,186310,12250,48440,8.35359116,21.00409171,38.88888889,-53.26579836,Asia
2009,Hong Kong,Diversified Financials,20680,206070,16110,97190,58.10397554,36.04674193,29.19005613,-45.32515752,Asia
2009,Hong Kong,Food Markets,22450,22000,670,10810,38.06888069,8.588351431,-50.37037037,-37.47831116,Asia
2009,Hong Kong,Oil & Gas Operations,20670,25450,4170,39460,85.21505376,27.9537456,7.474226804,-48.11990534,Asia
2009,Hong Kong,Retailing,4770,2740,830,6780,25.85751979,28.63849765,25.75757576,-57.625,Asia
2009,Hong Kong,Telecommunications Services,60220,96820,12720,197400,0.702341137,-9.35305683,22.42540905,-45.11940838,Asia
2009,Hong Kong,Trading Companies,11860,4060,390,8070,35.6979405,43.97163121,39.28571429,-36.80501175,Asia
2009,Hong Kong,Transportation,54470,56830,5550,24540,40.56774194,20.55579126,18.84368308,-51.35777998,Asia
2009,Hong Kong,Utilities,12600,39530,3890,49140,13.92405063,12.23736513,18.23708207,-17.64705882,Asia
2009,Hungary,Banking,6790,49370,1590,1770,66.01466993,32.50134192,62.24489796,-84.39153439,Europe
2009,Hungary,Oil & Gas Operations,18590,14950,740,3610,22.46376812,32.77087034,-57.22543353,-73.82160986,Europe
2009,India,Banking,79590,877380,8170,49170,48.82198953,37.56781335,50.73800738,-62.94928792,Asia
2009,India,Business Services & Supplies,1260,13640,300,3240,0,8.945686901,-23.07692308,-80.3874092,Asia
2009,India,Capital Goods,20650,27210,1830,21490,29.54830615,63.32533013,15.82278481,-63.94900185,Asia
2009,India,Construction,4230,5190,720,2460,5.75,-22.88261516,-5.263157895,-88.39075035,Asia
2009,India,Consumer Durables,8490,7720,630,5070,108.5995086,68.19172113,80,23.05825243,Asia
2009,India,Diversified Financials,3500,9870,1950,5050,473.7704918,135.5608592,333.3333333,-84.81659651,Asia
2009,India,"Food, Drink & Tobacco",3650,4430,790,13480,22.48322148,24.08963585,23.4375,-29.08995266,Asia
2009,India,IT Software & Services,14840,14190,3230,28920,18.72,29.47080292,12.54355401,-56.57657658,Asia
2009,India,Materials,61480,68780,7100,27370,200.4887586,130.1104048,71.91283293,-69.4224109,Asia
2009,India,Oil & Gas Operations,162870,135200,12570,79630,24.42322383,27.41494675,30.8012487,-52.16268173,Asia
2009,India,Telecommunications Services,10990,31590,2940,29900,48.71447903,60.43676993,84.90566038,-56.53438,Asia
2009,India,Utilities,15470,41640,2910,42680,7.804878049,13.09071157,10.22727273,-55.94549959,Asia
2009,Indonesia,Banking,9590,97710,1550,12480,-2.639593909,15.2240566,9.154929577,-57.86630655,Asia
2009,Indonesia,Materials,2200,2790,770,1250,17.64705882,12.5,250,-92.41504854,Asia
2009,Indonesia,Telecommunications Services,6300,8740,1360,10600,10.72056239,4.79616307,11.47540984,-50.81206497,Asia
2009,Ireland,Banking,35560,565770,3750,680,-9.860583016,-12.86193938,-42.57274119,-98.42592593,Europe
2009,Ireland,Business Services & Supplies,4070,7450,430,6090,13.37047354,29.11611785,-30.64516129,-29.67667436,Europe
2009,Ireland,Construction,29070,28930,1760,9950,-5.15497553,1.866197183,-15.78947368,-50.71817732,Europe
2009,Ireland,"Food, Drink & Tobacco",6670,5360,250,3730,-4.577968526,-7.426597582,-30.55555556,-32.18181818,Europe
2009,Ireland,Insurance,-6620,100380,70,220,-254.3123543,-14.86005089,-88.52459016,-95.13274336,Europe
2009,Ireland,Materials,9840,10990,-60,380,-7.344632768,-10.43194784,-128.5714286,-87.89808917,Europe
2009,Ireland,Transportation,4290,10030,620,5570,43.47826087,31.80026281,6.896551724,-21.98879552,Europe
2009,Israel,Banking,12480,249340,2240,6760,16.63551402,15.69227914,7.692307692,-60.56009335,Asia
2009,Israel,Diversified Financials,19980,64300,1860,3580,302.8225806,215.6602847,1140,211.3043478,Asia
2009,Israel,Drugs & Biotechnology,10360,32760,590,40670,10.09564293,39.9401965,-69.74358974,3.433367243,Asia
2009,Israel,Oil & Gas Operations,8960,21100,270,790,-28.08988764,41.61073826,-67.46987952,-79.21052632,Asia
2009,Italy,Aerospace & Defense,20930,33820,790,7420,27.23404255,11.87562024,-39.23076923,-43.61702128,Europe
2009,Italy,Banking,188700,3196840,25630,80770,53.68952598,54.13737572,63.24840764,-65.29007306,Europe
2009,Italy,Business Services & Supplies,1180,37300,-770,260,-16.90140845,17.7770761,-420.8333333,-84.14634146,Europe
2009,Italy,Conglomerates,6150,9140,120,700,12.63736264,22.35609103,-7.692307692,-69.95708155,Europe
2009,Italy,Construction,14440,25850,990,2900,16.17055511,12.53809316,22.22222222,-64.59096459,Europe
2009,Italy,Consumer Durables,99450,105920,3210,12790,7.316283587,-2.30584763,89.9408284,-71.7285588,Europe
2009,Italy,Diversified Financials,9290,114280,2250,8080,-20.66609735,24.32550044,42.40506329,-60.27531957,Europe
2009,Italy,"Food, Drink & Tobacco",5720,6100,980,3140,12.82051282,16.85823755,292,-50.39494471,Europe
2009,Italy,Insurance,161980,737250,5930,29030,13.27272727,13.98423006,27.52688172,-64.24436507,Europe
2009,Italy,Media,5890,8920,740,5080,20.20408163,12.62626263,10.44776119,-50.72744908,Europe
2009,Italy,Oil & Gas Operations,185080,151810,13250,85200,32.95021909,9.64969303,-8.113730929,-36.99156929,Europe
2009,Italy,Telecommunications Services,41970,117810,3080,23820,-1.962158374,-3.323485968,-8.059701493,-51.00781571,Europe
2009,Italy,Transportation,4720,22520,560,7500,14.00966184,18.339464,-36.36363636,-59.23913043,Europe
2009,Italy,Utilities,114130,235700,9120,49220,60.79177233,102.4218482,58.60869565,-52.35237173,Europe
2009,Japan,Banking,240480,7827160,25270,218750,27.22463231,18.3185117,-15.76666667,-40.84800303,Asia
2009,Japan,Business Services & Supplies,57690,114430,2370,31190,83.43402226,73.82652286,13.94230769,-23.85253906,Asia
2009,Japan,Capital Goods,232450,244660,11030,86760,29.66475149,24.06064601,37.18905473,-44.28103526,Asia
2009,Japan,Chemicals,170670,170600,7740,56350,42.4981214,39.1857714,35.78947368,-32.38540917,Asia
2009,Japan,Conglomerates,9610,7620,240,2320,21.95431472,2.281879195,9.090909091,-37.80160858,Asia
2009,Japan,Construction,179390,185410,4870,43870,17.15647858,10.83149023,8.948545861,-40.64402652,Asia
2009,Japan,Consumer Durables,878240,889230,40770,279830,31.60702512,20.19220372,26.45781638,-37.3295111,Asia
2009,Japan,Diversified Financials,94360,903020,5670,55070,6.465079544,9.377422481,-179.1899441,-63.45962444,Asia
2009,Japan,Drugs & Biotechnology,45820,83590,7000,88120,40.59527462,42.88888889,33.33333333,-13.98731088,Asia
2009,Japan,Food Markets,69790,49930,1460,26050,25.79307859,24.60693786,20.66115702,1.718078875,Asia
2009,Japan,"Food, Drink & Tobacco",91730,119970,4280,53470,65.39848539,58.90066225,35.87301587,-37.78217361,Asia
2009,Japan,Health Care Equipment & Services,59290,31910,1080,13390,26.95931478,24.1151303,47.94520548,-36.83962264,Asia
2009,Japan,IT Software & Services,31250,48040,1370,16840,44.34180139,35.93661573,448,-21.81987001,Asia
2009,Japan,Insurance,119670,517850,2520,47750,13.57122521,12.58832482,2.857142857,-38.86043534,Asia
2009,Japan,Materials,190000,221040,11540,64390,29.00597501,21.10453649,6.950880445,-47.12162273,Asia
2009,Japan,Media,77200,74050,1920,30470,44.02985075,64.44592494,82.85714286,14.89441931,Asia
2009,Japan,Oil & Gas Operations,249050,146270,4520,36020,45.89069182,29.33946414,16.49484536,-31.676783,Asia
2009,Japan,Retailing,119770,78120,2420,25670,54.92174363,46.42924086,43.19526627,-15.94629993,Asia
2009,Japan,Semiconductors,17170,24550,1590,15170,-39.4356261,-44.01368301,-49.36305732,-66.65934066,Asia
2009,Japan,Technology Hardware & Equipment,683090,650210,22520,223280,26.10581893,21.23997762,41.63522013,-45.21005104,Asia
2009,Japan,Telecommunications Services,143050,207870,8540,82770,19.25802418,20.44150878,51.15044248,-5.771857923,Asia
2009,Japan,Trading Companies,431460,471570,16860,67800,33.59135523,17.22723544,39.91701245,-57.95609575,Asia
2009,Japan,Transportation,240600,369150,10990,115010,28.1354849,25.16104971,46.33821571,-24.24082735,Asia
2009,Japan,Utilities,200120,453280,2530,154640,23.41658958,17.89429879,-69.10866911,2.038931046,Asia
2009,Jordan,Banking,2630,38110,770,9030,16.88888889,17.4784217,24.19354839,-41.43968872,Asia
2009,Kuwait,Banking,5400,79210,1990,17080,40.25974026,53.89547309,24.375,-48.10088119,Asia
2009,Kuwait,Business Services & Supplies,2600,32190,1010,6930,46.89265537,47.32265446,80.35714286,-70.89458211,Asia
2009,Kuwait,Construction,430,8030,770,1120,22.85714286,59.32539683,63.82978723,-86.65077473,Asia
